project_id,project_name,cert_year,queue_rank,disposition_id,disposition_name,recommendation_status,borough_president_recommendation,borough_board_recommendation,community_board_recommendation,docket_description,api_url,project_page_url
2023X0300,East Tremont Cluster NCP,2023,479,9293977d-2062-ee11-be6e-001dd804e66d,2023X0300_HA_BX BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by the Department of Housing Preservation and Development (HPD) 1) pursuant to Article 16 of the General Municipal Law of New York State for: a. the designation of property located at 907 East 175th Street (Block 2958, Lot 120), 1900 Marmion Avenue (Block 2960, Lot 21) and 706 Fairmount Place (Block 2950, Lot 18) as an Urban Development Action Area; and b. an Urban Development Action Area Project for such area; and 2) pursuant to Section 197-c of the New York City Charter for the disposition of such property to a developer to be selected by HPD; to facilitate the development of three buildings containing an approximate total of 63 residential units, Borough of the Bronx, Community District 6.","https://zap-api-production.herokuapp.com/projects/2023X0300?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2023X0300
2023X0300,East Tremont Cluster NCP,2023,479,59579b07-2162-ee11-be6e-001dd804efb7,2023X0300_HA_BX CB6,Submitted,,,Conditional Favorable,"IN THE MATTER OF an application submitted by the Department of Housing Preservation and Development (HPD) 1) pursuant to Article 16 of the General Municipal Law of New York State for: a. the designation of property located at 907 East 175th Street (Block 2958, Lot 120), 1900 Marmion Avenue (Block 2960, Lot 21) and 706 Fairmount Place (Block 2950, Lot 18) as an Urban Development Action Area; and b. an Urban Development Action Area Project for such area; and 2) pursuant to Section 197-c of the New York City Charter for the disposition of such property to a developer to be selected by HPD; to facilitate the development of three buildings containing an approximate total of 63 residential units, Borough of the Bronx, Community District 6.","https://zap-api-production.herokuapp.com/projects/2023X0300?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2023X0300
2024X0124,Melrose Concourse NCP,2023,480,9bf6c111-bf87-ee11-8178-001dd804e106,2024X0124_HA_BX BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by the Department of Housing Preservation and Development (HPD) 1) pursuant to Article 16 of the General Municipal Law of New York State for: a. the designation of property located at 404 Claremont Parkway (Block 2896, Lot 96), 1169 Washington Avenue (Block 2389, Lot 47), and 12 Gouverneur Place (Block 2388, Lot 55) as an Urban Development Action Area; and b. an Urban Development Action Area Project for such area; and 2) pursuant to Section 197-c of the New York City Charter for the disposition of such property to a developer to be selected by HPD; to facilitate the development of three buildings containing an approximate total of 71 affordable housing units, Borough of the Bronx, Community District 3.","https://zap-api-production.herokuapp.com/projects/2024X0124?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2024X0124
2024X0124,Melrose Concourse NCP,2023,480,6bbbd6ff-be87-ee11-8178-001dd804e106,2024X0124_HA_BX CB3,Submitted,,,Favorable,"IN THE MATTER OF an application submitted by the Department of Housing Preservation and Development (HPD) 1) pursuant to Article 16 of the General Municipal Law of New York State for: a. the designation of property located at 404 Claremont Parkway (Block 2896, Lot 96), 1169 Washington Avenue (Block 2389, Lot 47), and 12 Gouverneur Place (Block 2388, Lot 55) as an Urban Development Action Area; and b. an Urban Development Action Area Project for such area; and 2) pursuant to Section 197-c of the New York City Charter for the disposition of such property to a developer to be selected by HPD; to facilitate the development of three buildings containing an approximate total of 71 affordable housing units, Borough of the Bronx, Community District 3.","https://zap-api-production.herokuapp.com/projects/2024X0124?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2024X0124
2024X0124,Melrose Concourse NCP,2023,480,def6c111-bf87-ee11-8178-001dd804e106,2024X0124_PQ_BX BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by the Department of Housing Preservation and Development (HPD) pursuant to Section 197-c of the New York City Charter, for the acquisition of property located at 1169 Washington Avenue (Block 2389, p/o Lot 47) to facilitate development of a building containing approximately 34 affordable housing units, Borough of the Bronx, Community District 3.","https://zap-api-production.herokuapp.com/projects/2024X0124?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2024X0124
2024X0124,Melrose Concourse NCP,2023,480,a2bbd6ff-be87-ee11-8178-001dd804e106,2024X0124_PQ_BX CB3,Submitted,,,Favorable,"IN THE MATTER OF an application submitted by the Department of Housing Preservation and Development (HPD) pursuant to Section 197-c of the New York City Charter, for the acquisition of property located at 1169 Washington Avenue (Block 2389, p/o Lot 47) to facilitate development of a building containing approximately 34 affordable housing units, Borough of the Bronx, Community District 3.","https://zap-api-production.herokuapp.com/projects/2024X0124?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2024X0124
P2018X0270,893 Eagle Avenue Rezoning,2023,481,4a7a92d9-039b-ec11-b400-001dd804f3a5,P2018X0270 - ZM - BX BP,Submitted,Favorable,,,"IN THE MATTER OF an application submitted by the Housing Options and Geriatric Association Resources, Inc. pursuant to Sections 197-c and 201 of the New York City Charter for for an amendment of the Zoning Map, Section No. 6c, changing from an R6 District to a R7-2 District property bounded by a line 100 feet northerly of East 161st Street, Eagle Avenue, East 161st Street and a line midway between Third Avenue and Eagle Avenue, Borough of the Bronx, Community District 3, as shown on a diagram (for illustrative purposes only) dated February 13, 2023, and subject to the conditions of CEQR Declaration E-667.","https://zap-api-production.herokuapp.com/projects/P2018X0270?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/P2018X0270
P2018X0270,893 Eagle Avenue Rezoning,2023,481,b606ffcd-039b-ec11-b400-001dd804c7bf,P2018X0270 - ZM - BX CB3,Submitted,,,Favorable,"IN THE MATTER OF an application submitted by the Housing Options and Geriatric Association Resources, Inc. pursuant to Sections 197-c and 201 of the New York City Charter for for an amendment of the Zoning Map, Section No. 6c, changing from an R6 District to a R7-2 District property bounded by a line 100 feet northerly of East 161st Street, Eagle Avenue, East 161st Street and a line midway between Third Avenue and Eagle Avenue, Borough of the Bronx, Community District 3, as shown on a diagram (for illustrative purposes only) dated February 13, 2023, and subject to the conditions of CEQR Declaration E-667.","https://zap-api-production.herokuapp.com/projects/P2018X0270?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/P2018X0270
P2018X0270,893 Eagle Avenue Rezoning,2023,481,a2898fdf-039b-ec11-b400-001dd804f3a5,P2018X0270 - ZS - BX BP,Submitted,Favorable,,,"IN THE MATTER OF an application submitted by the Housing Options and Geriatric Association Resources, Inc. pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-903 of the Zoning Resolution to modify the requirements of 24-111 (Maximum Floor Area Ratio for Certain Community Facility Uses) to permit the allowable community facility floor area ratio of Section 24-11 (Maximum Floor Area Ratio and Percentage of Lot Coverage) to apply to a non-profit institution with sleeping accommodations, in connection with a proposed 11-story building on property located at 893 Eagle Avenue (Block 2620, Lots 49, 50, 52 & 56), in an R7-2* District, Borough of the Bronx, Community District 3. *Note: This site is proposed to be rezoned by changing an R6 District to an R7-2 District under a concurrent related application for a Zoning Map change (C 220334 ZMX). Plans for this proposal are on file with the City Planning Commission and may be seen on the Zoning Application Portal at https://zap.planning.nyc.gov/projects/P2018X0270, or at the Department of City Planning, 120 Broadway, 31st Floor, New York, N.Y. 10271.","https://zap-api-production.herokuapp.com/projects/P2018X0270?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/P2018X0270
P2018X0270,893 Eagle Avenue Rezoning,2023,481,3807ffcd-039b-ec11-b400-001dd804c7bf,P2018X0270 - ZS - BX CB3,Submitted,,,Favorable,"IN THE MATTER OF an application submitted by the Housing Options and Geriatric Association Resources, Inc. pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-903 of the Zoning Resolution to modify the requirements of 24-111 (Maximum Floor Area Ratio for Certain Community Facility Uses) to permit the allowable community facility floor area ratio of Section 24-11 (Maximum Floor Area Ratio and Percentage of Lot Coverage) to apply to a non-profit institution with sleeping accommodations, in connection with a proposed 11-story building on property located at 893 Eagle Avenue (Block 2620, Lots 49, 50, 52 & 56), in an R7-2* District, Borough of the Bronx, Community District 3. *Note: This site is proposed to be rezoned by changing an R6 District to an R7-2 District under a concurrent related application for a Zoning Map change (C 220334 ZMX). Plans for this proposal are on file with the City Planning Commission and may be seen on the Zoning Application Portal at https://zap.planning.nyc.gov/projects/P2018X0270, or at the Department of City Planning, 120 Broadway, 31st Floor, New York, N.Y. 10271.","https://zap-api-production.herokuapp.com/projects/P2018X0270?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/P2018X0270
2019K0060,1289 Atlantic Avenue Rezoning,2023,482,428cd0ed-f9e7-ea11-a815-001dd8309870,2019K0060 - ZM - BK BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by AA Atlantic LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 17a: 1. changing from an M1-1 District to an R6B District property bounded by a line midway between Herkimer Street and Atlantic Avenue, New York Avenue, a line 25 feet northerly of Atlantic Avenue, a line 80 feet westerly of New York Avenue, a line 50 feet northerly of Atlantic Avenue, a line 100 feet westerly of New York Avenue, a line 150 feet northerly of Atlantic Avenue, and a line 150 feet easterly of Nostrand Avenue; and 2. changing from an M1-1 District to a C4-5X District property bounded by a line 150 feet northerly of Atlantic Avenue, a line 100 feet westerly of New York Avenue, a line 50 feet northerly of Atlantic Avenue, a line 80 feet westerly of New York Avenue, a line 25 feet northerly of Atlantic Avenue, New York Avenue, the northerly boundary line of the Long Island Railroad right-of-way (Atlantic Division), and a line 150 feet easterly of Nostrand Avenue; as shown on a diagram (for illustrative purposes only) dated October 30, 2023, and subject to the conditions of CEQR Declaration E-732.","https://zap-api-production.herokuapp.com/projects/2019K0060?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2019K0060
2019K0060,1289 Atlantic Avenue Rezoning,2023,482,abc9e4e3-f9e7-ea11-a816-001dd83098a1,2019K0060 - ZM - BK CB3,Submitted,,,Favorable,"IN THE MATTER OF an application submitted by AA Atlantic LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 17a: 1. changing from an M1-1 District to an R6B District property bounded by a line midway between Herkimer Street and Atlantic Avenue, New York Avenue, a line 25 feet northerly of Atlantic Avenue, a line 80 feet westerly of New York Avenue, a line 50 feet northerly of Atlantic Avenue, a line 100 feet westerly of New York Avenue, a line 150 feet northerly of Atlantic Avenue, and a line 150 feet easterly of Nostrand Avenue; and 2. changing from an M1-1 District to a C4-5X District property bounded by a line 150 feet northerly of Atlantic Avenue, a line 100 feet westerly of New York Avenue, a line 50 feet northerly of Atlantic Avenue, a line 80 feet westerly of New York Avenue, a line 25 feet northerly of Atlantic Avenue, New York Avenue, the northerly boundary line of the Long Island Railroad right-of-way (Atlantic Division), and a line 150 feet easterly of Nostrand Avenue; as shown on a diagram (for illustrative purposes only) dated October 30, 2023, and subject to the conditions of CEQR Declaration E-732.","https://zap-api-production.herokuapp.com/projects/2019K0060?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2019K0060
